dem1,dem2,dem3,dem4,dem5,dem6,dem7,dem8,dem9,dem10,dem11,dem12,klim1,klim2,klim3,klim4,klim5,klim6,klim7,klim8,klim9,klim10,klim11,klim12,klim13,klim14,klim15,klim16,klim17,klim18,klim19,klim20,klim21,klim22,klim23,klim24,klim25,klim26,klim27,klim28,job_sat1,job_sat2,job_sat3,job_sat4,job_sat5,job_sat6,job_sat7,job_sat8,job_sat9,job_sat10,job_sat11,job_sat12,job_sat13,job_sat14,job_sat15,job_sat16,job_sat17,job_sat18,job_sat19,tol_intol1,tol_intol2,tol_intol3,tol_intol4,tol_intol5,tol_intol6,tol_intol7,tol_intol8,tol_intol9,tol_intol10,tol_intol11,tol_intol12,tol_intol13,life_sat1,life_sat2,life_sat3,life_sat4,life_sat5,purp1,purp2,purp3,purp4,purp5,neuro1,neuro2,klim_sum_1,klim_sum_2,klim_sum_3,klim_sum_4,job_sat_sum_1,job_sat_sum_2,job_sat_sum_3,job_sat_sum_4,job_sat_sum_5,tol_intol_sum_1,tol_intol_sum_2,life_sat_sum_1,purp_sum_1,neuro_sum_1
Женщина,29,Город с численностью от 50 тысяч до 100 тысяч,Два и более высших и/или научная степень,5-10 лет,1-3 года,Производство;,1000+ человек,инженер,80,60 000 — 100 000,Нет,5,6,4,5,5,4,2,5,6,6,3,5,5,5,4,4,4,5,7,3,5,1,3,2,2,5,2,1,3,4,4,4,4,5,5,3,5,5,5,5,5,4,5,4,5,4,2,3,5,5,4,1,6,4,4,4,6,5,1,5,6,6,6,7,6,7,7,7,7,7,2,2,31,35,32,16,15,17,15,14,20,28,25,31,35,4
Мужчина,37,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,1-3 года,строительство,До 500 человек,руководитель группы,65,100 000 — 150 000,Нет,6,6,6,5,2,5,7,2,1,2,7,3,7,5,2,1,5,5,3,7,4,7,1,6,2,6,4,1,5,5,5,4,5,4,5,5,3,3,4,5,5,5,4,3,4,4,4,5,3,5,5,4,3,6,2,6,5,3,3,7,6,6,5,5,6,7,6,7,4,6,1,2,37,27,27,27,19,19,10,15,19,31,26,28,30,3
Женщина,49,Город с численностью жителей миллион и более человек,Основное общее (9 классов),15-20 лет,15-20 лет,Образование;,До 500 человек,Охрана,22000,15 000 — 30 000,Да,6,6,1,6,6,6,3,6,4,6,3,6,4,6,3,5,5,2,5,4,5,5,6,4,6,6,5,3,5,5,5,5,4,5,4,3,3,4,4,5,5,5,4,5,3,3,4,4,6,6,5,6,6,5,4,4,6,4,6,5,4,4,2,4,3,4,4,3,4,3,5,4,34,35,29,35,20,16,11,15,19,38,29,17,18,9
Мужчина,54,Город с численностью жителей миллион и более человек,Высшее,20 + лет,20 + лет,Производство;,До 50 человек,Начальник отдела,100,60 000 — 100 000,Нет,4,5,5,4,5,5,6,5,3,5,5,4,6,4,2,4,4,5,5,5,5,7,5,6,5,5,5,3,5,4,5,5,4,4,5,1,4,5,4,5,4,5,5,3,4,3,5,5,5,4,4,5,6,6,3,4,4,3,5,5,4,4,4,5,4,3,3,3,3,3,4,4,34,32,30,36,19,14,13,14,20,35,24,21,15,8
Женщина,25,Город с численностью от 500 тысяч до 950 тысяч,Высшее,5-10 лет,1-3 года,Транспорт;,1000+ человек,Начальник отдела,100,30 000 — 60 000,Нет,6,5,1,4,1,5,3,7,4,7,7,7,2,5,1,2,7,7,7,6,2,1,4,4,2,5,1,1,5,1,5,5,2,1,5,1,5,5,4,5,5,5,2,5,1,5,3,7,7,7,7,2,7,7,7,5,5,2,3,6,3,5,3,7,2,4,3,7,3,2,5,3,25,39,32,18,16,9,14,15,16,44,28,20,19,8
Мужчина,43,Москва,Два и более высших и/или научная степень,5-10 лет,1-3 года,Торговля;,До 50 человек,специалист по ОЗОН,50,60 000 — 100 000,Да,6,5,1,2,5,5,1,1,1,1,1,1,2,4,4,4,3,5,3,4,4,1,1,2,1,1,1,1,3,3,3,3,2,2,2,3,2,1,4,4,3,4,4,3,3,3,3,3,5,3,6,6,5,4,4,6,6,7,6,6,1,2,1,2,1,2,2,2,2,2,6,4,25,11,27,8,12,9,7,11,16,32,35,7,10,10
Женщина,42,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,15-20 лет,Образование;,До 500 человек,учитель,100,30 000 — 60 000,Нет,4,6,2,5,6,4,3,5,4,6,3,5,4,5,2,2,3,2,6,3,4,4,4,2,2,5,3,6,3,1,2,2,4,4,4,4,2,3,3,5,4,4,4,4,3,3,3,4,5,5,5,5,5,4,3,3,5,5,4,5,4,5,5,5,3,5,5,5,4,4,4,3,30,32,22,26,8,16,8,13,17,33,25,22,23,7
Женщина,49,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,10-15 лет,Строительство и ремонт дорог,До 50 человек,бухгалтер,100,30 000 — 60 000,Нет,2,5,2,2,3,2,3,4,4,5,7,5,5,4,5,2,3,5,4,5,3,4,3,6,4,3,4,6,2,2,2,2,2,2,2,2,3,3,1,4,3,2,4,3,5,4,4,2,3,3,2,6,6,2,2,7,6,2,5,5,6,6,6,7,4,2,2,2,2,2,3,2,19,34,27,30,8,8,7,9,20,24,27,29,10,5
Женщина,51,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,1-3 года,Обслуживание;,1000+ человек,оператор,70,30 000 — 60 000,Нет,6,6,5,6,6,5,5,6,5,6,6,5,3,6,1,1,4,5,4,3,5,2,1,7,1,1,1,1,2,4,1,4,1,5,2,5,3,4,5,5,5,3,4,5,4,5,1,6,7,6,6,5,7,6,3,5,6,3,4,5,2,3,2,6,2,7,5,6,6,6,7,2,39,37,23,14,11,13,12,13,19,43,26,15,30,9
Мужчина,37,Город с численностью от 50 тысяч до 100 тысяч,Высшее,10-15 лет,0-1 года,Производство;,1000+ человек,рабочий,30,60 000 — 100 000,Нет,5,6,5,5,5,5,6,4,4,3,5,5,4,4,3,3,5,4,5,5,4,2,3,5,3,4,4,4,2,2,3,3,3,2,4,2,2,3,3,4,4,5,4,4,4,5,3,5,5,4,3,3,5,3,6,3,3,5,4,3,2,3,4,6,4,4,5,5,4,5,4,3,37,29,29,25,10,11,8,13,20,28,24,19,23,7
Мужчина,54,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,15-20 лет,Медицина;,До 500 человек,Специалист,70,30 000 — 60 000,Нет,6,6,4,4,5,6,6,2,5,6,6,6,3,6,2,2,4,2,6,7,6,3,2,2,3,5,4,3,3,3,3,3,4,4,4,3,4,3,5,5,4,5,4,2,5,3,4,5,6,4,6,6,5,6,5,5,6,5,4,6,2,2,3,5,3,3,2,3,3,3,6,3,37,34,29,22,12,15,12,14,18,38,31,15,14,9
Женщина,39,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,3-5 лет,Образование;,До 50 человек,Учитель английского языка,80,15 000 — 30 000,Нет,6,5,3,2,2,2,4,7,6,7,6,5,7,7,3,5,3,4,6,4,5,1,2,1,3,3,1,2,2,2,3,4,3,3,3,2,2,3,2,3,4,3,4,3,4,3,4,5,5,4,5,6,4,5,5,5,6,4,5,7,3,5,4,5,4,3,3,4,3,3,6,5,24,45,30,13,11,11,7,10,18,34,32,21,16,11
Мужчина,44,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,1-3 года,Металлургия,До 1000 человек,Инженер,70,60 000 — 100 000,Нет,6,6,6,5,6,3,5,4,5,4,6,5,2,6,2,2,6,3,6,7,6,7,4,1,5,5,6,5,5,5,4,4,5,5,5,5,5,2,4,4,3,5,5,5,5,5,5,2,2,4,5,5,6,7,3,6,5,6,4,6,2,4,3,5,3,6,6,6,5,6,4,3,37,32,32,33,18,20,11,12,25,31,30,17,29,7
Женщина,34,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,3-5 лет,1-3 года,сельское хозяйство,До 50 человек,бухгалтер,30,30 000 — 60 000,Нет,6,6,6,6,4,4,5,5,5,5,7,6,7,6,5,6,4,7,6,7,7,7,4,5,6,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,3,5,3,5,5,6,6,6,5,7,7,7,5,6,6,6,5,6,2,2,37,41,42,34,20,20,15,15,25,25,31,31,29,4
Мужчина,38,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,1-3 года,Обслуживание;,До 500 человек,Специалист-эксперт,15,60 000 — 100 000,Затрудняюсь ответить,5,5,4,3,5,3,6,4,2,3,4,3,4,2,2,4,3,6,5,4,3,3,1,6,1,4,3,2,3,4,3,3,4,4,3,4,2,3,3,4,4,4,4,4,4,2,3,6,7,4,6,6,5,7,6,5,5,5,5,5,3,4,4,4,3,5,4,4,3,4,4,3,31,22,27,20,13,15,8,12,17,41,31,18,20,7
Женщина,47,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,3-5 лет,ит технологии,До 50 человек,оператор колл центра,90,30 000 — 60 000,Да,4,4,4,3,4,2,5,4,2,4,7,1,2,1,1,1,4,4,4,6,1,3,1,4,1,1,2,1,2,2,2,2,3,4,3,3,2,3,3,4,4,3,2,4,2,3,2,5,5,4,5,3,5,4,5,4,5,5,4,4,1,1,1,3,2,3,3,3,3,3,5,5,26,21,21,13,8,13,8,11,13,31,27,8,15,10
Женщина,34,Город с численностью менее 50 тысяч,Высшее,10-15 лет,10-15 лет,Образование;,До 500 человек,воспитатель,30,60 000 — 100 000,Да,6,6,2,7,7,6,3,6,4,7,3,5,2,7,6,6,6,2,7,3,7,2,6,1,7,7,1,7,3,1,2,2,4,4,3,2,2,2,3,4,4,3,4,3,2,4,3,3,2,2,2,3,1,2,7,1,5,4,4,4,3,5,4,2,3,4,4,1,3,7,2,4,37,34,37,31,8,13,7,11,16,15,25,17,19,6
Мужчина,48,Город с численностью жителей миллион и более человек,Высшее,20 + лет,3-5 лет,Производство;,До 500 человек,произволитель работ,60,60 000 — 100 000,Нет,5,4,2,1,5,3,4,5,5,5,7,5,7,5,2,3,4,4,5,5,1,5,6,5,3,3,6,2,3,4,3,4,3,3,3,1,4,2,2,4,3,4,4,3,3,2,4,4,5,2,5,2,6,3,2,5,5,4,4,6,4,3,3,4,4,5,5,4,4,5,2,3,24,39,24,30,14,10,8,11,16,27,26,18,23,5
Женщина,29,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Обслуживание;,1000+ человек,старший налоговый консультант,100,100 000 — 150 000,Нет,4,6,4,6,4,4,5,3,4,2,5,5,3,4,4,1,1,5,5,5,3,5,3,4,3,2,6,2,3,3,2,3,5,4,3,4,3,3,4,4,3,4,3,3,3,3,3,2,2,2,6,4,5,4,2,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,3,33,26,24,25,11,16,10,11,15,25,23,20,21,8
Женщина,46,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,0-1 года,"Маркетинг, реклама, PR;",До 50 человек,дизайнер,100,15 000 — 30 000,Да,6,4,3,1,5,3,4,2,4,2,4,3,6,5,4,4,1,4,5,7,7,3,4,2,4,5,5,2,3,3,3,3,3,4,3,3,3,3,4,4,3,3,4,3,4,4,4,5,6,4,5,3,5,5,7,5,5,6,1,4,4,6,4,5,6,4,4,5,4,5,4,4,26,26,32,25,12,13,10,10,19,33,28,25,22,8
Мужчина,42,Москва,Высшее,10-15 лет,5-10 лет,Обслуживание;,До 50 человек,Генеральный директор,0,0 — 15 000,Нет,1,1,1,1,4,1,4,1,1,4,1,1,4,1,1,1,1,2,4,2,4,1,1,1,1,1,6,1,5,1,5,1,1,5,3,5,1,1,5,5,5,5,1,3,1,1,1,6,5,5,7,4,7,3,3,3,4,1,4,2,2,4,4,5,2,4,5,4,4,4,5,4,13,13,15,12,12,14,7,15,7,37,17,17,21,9
Мужчина,49,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Производство;,До 500 человек,инженер,70,30 000 — 60 000,Да,4,3,4,4,4,4,5,3,4,4,4,3,4,4,4,3,3,4,4,4,3,4,3,4,4,3,4,3,3,3,3,2,2,3,3,3,2,2,2,4,3,3,2,2,3,3,1,6,4,6,5,5,5,5,4,6,3,4,3,6,4,5,4,4,2,3,4,3,4,4,4,3,28,26,25,25,11,11,6,10,11,36,26,19,18,7
Женщина,46,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,1-3 года,Производство;,До 500 человек,секретарь,28000,30 000 — 60 000,Нет,6,6,2,5,6,6,4,7,4,7,7,6,5,6,1,4,2,5,7,4,7,4,1,6,5,3,1,3,4,4,3,3,5,5,4,5,3,4,4,5,4,5,4,4,2,4,5,5,6,5,5,6,4,5,2,3,5,6,4,3,6,6,6,6,4,6,6,6,5,6,3,2,35,42,30,23,14,19,11,14,19,36,23,28,29,5
Мужчина,36,Москва,Высшее,10-15 лет,5-10 лет,Торговля;,До 1000 человек,руководитель,100,200 000 — 400 000,Затрудняюсь ответить,7,5,4,5,6,5,2,7,5,6,7,6,2,5,5,6,5,2,6,3,7,3,5,4,7,5,4,3,3,4,4,4,3,3,3,4,3,4,2,4,4,4,4,4,4,4,3,5,7,6,6,6,5,6,5,5,6,5,5,5,5,5,5,5,6,5,6,5,4,7,5,2,34,38,34,31,15,13,9,12,19,41,31,26,27,7
Женщина,42,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,1-3 года,Торговля;,1000+ человек,Начальник,30000,30 000 — 60 000,Нет,6,7,4,6,4,6,2,6,6,6,7,7,4,7,4,6,6,2,6,5,2,4,4,4,3,6,5,3,3,3,3,3,4,3,5,3,4,3,3,5,5,5,5,5,5,5,5,6,4,4,3,6,6,6,2,5,6,6,6,5,6,6,6,5,6,5,5,5,5,5,4,4,35,43,31,29,12,15,10,15,25,35,30,29,25,8
Женщина,41,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,1-3 года,Юриспруденция;,До 50 человек,секретарь,75,30 000 — 60 000,Нет,7,6,6,4,5,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,5,4,4,5,5,3,6,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,6,5,6,6,2,6,6,4,4,5,5,6,4,4,4,4,2,4,4,4,5,6,5,4,37,29,30,32,16,16,11,12,20,34,30,18,23,9
Мужчина,53,Город с численностью менее 50 тысяч,Высшее,20 + лет,10-15 лет,Обслуживание;,До 50 человек,специалист,50,30 000 — 60 000,Нет,3,5,2,4,4,4,4,3,4,4,3,4,3,4,2,2,4,6,5,3,3,5,4,4,2,2,4,4,3,2,2,3,3,4,4,3,4,2,4,4,4,4,3,4,3,3,3,3,6,2,6,3,6,3,6,5,6,3,3,5,2,2,2,5,3,5,5,3,4,6,4,2,26,25,25,25,10,14,10,12,16,29,28,14,23,6
Женщина,37,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,15-20 лет,"Продажи, закупки;",До 500 человек,Руководитель отдела,70,60 000 — 100 000,Нет,6,6,3,6,3,5,4,3,2,2,4,6,2,3,2,4,6,6,7,6,7,4,4,6,4,4,2,4,2,2,2,3,5,5,5,5,5,4,5,5,5,5,5,4,4,3,4,6,1,2,5,1,7,6,3,6,6,4,4,5,6,6,6,6,5,5,6,6,4,7,5,3,33,22,38,28,9,20,14,15,20,28,28,29,28,8
Женщина,55,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,15-20 лет,IT,До 500 человек,QA инженер,100,60 000 — 100 000,Затрудняюсь ответить,6,5,2,3,4,3,2,4,4,4,5,4,4,5,2,2,4,6,5,3,4,6,2,3,2,4,2,4,2,2,2,1,3,4,2,1,2,2,4,5,4,4,4,3,3,4,3,6,7,5,6,4,6,6,3,6,6,3,3,5,3,4,3,4,2,5,6,6,5,4,7,6,25,30,26,23,7,10,8,13,17,40,26,16,26,13
Женщина,33,Москва,Высшее,10-15 лет,3-5 лет,Рабочая специальность,До 500 человек,Рабочая,70,60 000 — 100 000,Да,5,5,3,5,5,4,3,5,4,5,3,4,3,5,4,5,5,3,5,3,4,3,4,3,5,4,3,5,2,3,2,2,4,4,4,4,2,4,3,2,2,3,4,4,3,4,4,6,6,5,5,5,6,6,5,4,6,5,6,6,4,5,4,5,4,6,5,5,6,5,4,2,30,29,29,27,9,16,9,7,19,39,32,22,27,6
Женщина,46,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,1-3 года,гос предприятие,1000+ человек,специалист по кадрам,100,30 000 — 60 000,Затрудняюсь ответить,2,3,3,2,5,1,2,4,1,3,3,2,3,2,2,2,2,6,4,3,1,1,1,1,1,3,2,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,5,6,5,6,6,2,6,4,2,4,5,4,4,2,3,4,5,2,3,4,3,3,2,7,5,18,18,20,11,9,9,7,8,10,36,23,16,15,12
Мужчина,49,Москва,Среднее общее (11 классов),20 + лет,3-5 лет,пожарный,До 500 человек,пожарный,45000,30 000 — 60 000,Нет,6,6,4,5,4,5,5,5,6,6,4,6,5,6,4,2,4,4,4,3,4,6,1,4,3,4,7,4,1,2,2,1,3,3,3,3,3,3,3,4,4,4,4,3,2,3,4,6,6,4,5,5,6,3,6,3,3,4,6,4,6,4,6,6,6,6,6,6,6,6,1,2,35,38,25,29,6,12,9,12,16,35,26,28,30,3
Женщина,39,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,5-10 лет,Образование;,До 50 человек,Учитель,100,30 000 — 60 000,Нет,5,6,7,6,5,2,7,7,7,7,7,7,1,7,2,6,5,7,7,4,2,5,4,4,3,4,2,3,1,1,1,1,4,4,3,4,3,4,4,4,5,4,5,5,3,5,5,2,2,5,5,4,6,2,3,3,5,4,4,5,4,4,4,5,3,5,6,6,6,5,5,5,38,43,33,25,4,15,11,13,23,26,24,20,28,10
Женщина,50,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),20 + лет,10-15 лет,Торговля;,До 50 человек,менеджер,25,30 000 — 60 000,Затрудняюсь ответить,5,6,2,6,5,4,5,3,5,5,5,4,5,4,3,4,5,5,4,4,5,5,4,5,5,6,5,4,1,4,4,4,4,5,4,2,4,3,3,5,5,4,2,2,4,4,4,4,6,3,4,5,4,7,6,5,4,2,6,6,2,3,5,6,5,4,2,7,3,3,3,2,33,31,30,34,13,15,10,14,16,33,29,21,19,5
Мужчина,39,Город с численностью от 500 тысяч до 950 тысяч,Высшее,15-20 лет,5-10 лет,Производство;,До 500 человек,завскладом,50,100 000 — 150 000,Нет,4,5,3,5,5,5,5,4,3,4,6,3,7,6,4,4,5,4,4,5,6,2,5,7,1,3,5,3,4,3,3,5,4,4,4,3,2,5,4,4,4,5,4,5,5,4,2,5,5,3,3,7,6,2,5,3,4,7,7,7,1,3,4,4,3,5,5,5,4,2,4,2,32,33,32,26,15,15,11,13,20,31,33,15,21,6
Женщина,47,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,20 + лет,Красота и здоровье;,До 1000 человек,врач,50,30 000 — 60 000,Нет,5,5,6,3,2,3,6,4,5,4,7,5,5,5,2,4,3,6,7,6,4,3,1,4,1,3,3,4,2,2,2,2,2,3,2,2,2,2,3,3,4,4,4,3,3,3,4,5,5,4,5,6,6,5,2,2,4,5,4,6,4,3,5,6,5,5,6,5,4,6,6,4,30,35,32,19,8,9,7,11,17,36,23,23,26,10
Мужчина,49,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,0-1 года,ит,До 500 человек,электрик,100,60 000 — 100 000,Нет,7,7,1,7,7,5,4,7,7,7,1,7,2,7,7,7,7,1,7,6,7,6,5,3,7,7,3,5,5,4,5,4,5,5,5,5,5,3,5,5,4,5,5,4,4,4,4,7,7,7,5,4,7,7,4,4,6,4,4,4,4,6,5,4,4,7,7,7,7,7,1,1,38,38,42,36,18,20,13,14,21,44,26,23,35,2
Женщина,39,Поселок городского типа,Основное общее (9 классов),15-20 лет,5-10 лет,Производство;,До 500 человек,дояр,100,100 000 — 150 000,Затрудняюсь ответить,5,6,2,4,6,7,6,2,3,4,6,4,2,5,1,1,4,1,6,6,7,4,5,1,2,6,7,1,3,4,3,4,3,5,4,3,2,3,1,4,4,4,4,3,3,4,4,5,5,4,6,3,4,4,5,4,5,4,4,4,3,4,4,4,4,3,3,6,1,6,7,6,36,26,26,26,14,15,6,12,18,31,26,19,19,13
Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),20 + лет,5-10 лет,дизайн,До 50 человек,Иллюстратор,100,15 000 — 30 000,Да,4,4,6,1,2,1,6,1,4,1,4,3,2,2,1,2,2,6,5,6,5,3,3,4,1,2,5,3,3,2,2,2,3,2,3,3,3,2,4,3,3,3,4,2,3,2,4,3,6,5,3,5,6,4,5,5,6,6,5,7,1,2,1,1,1,2,3,4,2,1,7,7,24,17,27,21,9,11,9,9,15,32,34,6,12,14
Мужчина,36,Москва,Высшее,5-10 лет,5-10 лет,Образование;,До 50 человек,Репетитор,100,30 000 — 60 000,Затрудняюсь ответить,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,5,6,5,4,4,1,4,2,5,5,3,4,4,4,3,4,5,4,4,3,3,5,4,4,3,5,3,4,3,3,4,4,4,6,4,7,1,5,3,5,5,5,5,3,4,3,5,4,5,6,6,6,5,7,4,29,29,32,24,15,17,11,11,18,30,28,19,28,11
Мужчина,51,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),20 + лет,10-15 лет,добыча угля,1000+ человек,электрик,90,60 000 — 100 000,Затрудняюсь ответить,4,4,4,1,3,4,3,4,1,4,5,5,1,4,1,1,5,4,6,4,5,1,1,2,1,2,5,3,1,1,1,1,1,1,1,3,2,3,4,4,3,3,3,2,3,1,3,5,4,4,4,4,3,7,4,4,5,4,4,4,2,4,3,2,2,2,3,2,2,2,7,7,23,24,26,15,4,6,9,10,12,31,25,13,11,14
Мужчина,48,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,10-15 лет,Производство;,До 500 человек,монтажник,30,30 000 — 60 000,Нет,6,6,3,6,5,5,4,3,4,6,5,6,2,5,3,3,5,2,7,2,6,4,4,4,4,4,4,4,2,2,2,3,3,4,2,4,3,3,3,4,4,5,4,2,4,3,3,3,6,4,5,4,7,6,3,4,6,3,5,4,3,2,3,3,2,4,4,3,2,5,5,4,35,31,28,28,9,13,9,13,16,35,25,13,18,9
Женщина,42,Санкт-Петербург,Высшее,10-15 лет,10-15 лет,Обслуживание;,До 50 человек,оператор,80,15 000 — 30 000,Затрудняюсь ответить,4,4,4,4,4,1,5,5,4,5,7,4,4,4,3,4,4,5,6,5,4,3,1,4,2,4,3,3,3,2,3,4,3,2,3,3,3,4,3,4,4,3,3,4,3,3,4,3,5,4,3,5,4,4,3,3,5,6,4,5,5,5,4,5,4,4,5,5,5,5,4,4,26,33,31,20,12,11,10,11,17,28,26,23,24,8
Женщина,35,Санкт-Петербург,Два и более высших и/или научная степень,15-20 лет,3-5 лет,Образование;,До 500 человек,специалист,100,100 000 — 150 000,Да,4,6,2,1,1,1,1,4,4,4,7,5,6,4,1,1,1,7,7,7,4,4,1,1,1,2,1,1,3,2,2,3,3,5,2,3,1,3,2,4,5,3,4,4,2,5,1,6,6,6,2,4,6,2,6,2,6,4,6,6,2,6,2,6,2,6,6,6,6,6,2,1,16,34,28,11,10,13,6,12,16,32,30,18,30,3
Мужчина,42,Москва,Неоконченное высшее,20 + лет,3-5 лет,IT,До 50 человек,ИП,0,100 000 — 150 000,Нет,7,4,7,4,3,4,6,2,1,2,4,2,3,2,3,4,5,7,6,7,5,4,1,7,1,2,1,1,5,4,4,5,3,5,5,5,1,3,5,4,3,3,3,3,1,4,3,2,4,4,6,4,7,4,4,2,6,7,4,5,3,4,6,5,1,4,4,5,5,4,1,1,35,16,37,17,18,18,9,10,14,31,28,19,22,2
Мужчина,53,Город с численностью менее 50 тысяч,Высшее,20 + лет,15-20 лет,Производство;,1000+ человек,специалист,50,60 000 — 100 000,Нет,5,5,4,4,4,4,5,4,4,5,5,4,4,4,3,4,3,3,4,5,4,4,4,4,3,3,3,4,3,2,2,3,3,2,3,3,3,3,4,2,4,2,3,2,3,3,3,5,5,5,3,5,4,5,4,5,5,5,3,5,3,4,4,5,4,4,4,4,4,5,3,3,31,30,26,25,10,11,10,8,14,32,27,20,21,6
Женщина,40,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,10-15 лет,Медицина;,До 500 человек,Заведующий отделением,50,60 000 — 100 000,Нет,7,7,1,7,7,7,5,7,7,7,1,7,6,7,7,7,7,4,7,1,6,7,7,3,7,7,3,7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,7,7,6,7,6,7,7,5,7,7,6,5,7,7,7,7,7,7,7,7,7,7,7,3,1,41,42,39,41,20,20,14,15,25,47,37,35,35,4
Женщина,52,Москва,Высшее,20 + лет,3-5 лет,Производство;,До 500 человек,Мастер,100,60 000 — 100 000,Нет,7,2,3,3,6,5,7,6,3,6,5,6,7,7,7,1,1,1,7,7,7,1,1,7,1,3,1,1,4,3,5,3,4,5,4,5,1,1,5,5,4,5,4,3,1,1,3,5,7,6,6,3,4,1,6,2,4,4,6,4,4,5,5,7,5,6,5,6,6,4,7,2,33,40,31,15,15,18,7,14,12,32,26,26,27,9
Мужчина,46,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,15-20 лет,Транспорт;,1000+ человек,Инженер7,70,60 000 — 100 000,Нет,3,4,1,3,4,3,5,3,3,3,5,3,4,3,1,2,4,3,3,2,3,4,1,2,2,3,1,2,2,3,3,1,3,2,3,1,2,2,3,4,4,3,2,1,1,1,1,2,2,5,2,6,6,6,6,5,7,5,6,7,4,3,3,6,5,7,6,7,6,6,3,1,23,24,18,15,9,9,7,11,6,29,36,21,32,4
Женщина,47,Москва,Высшее,15-20 лет,3-5 лет,Торговля;,До 500 человек,специалист с высшим образованием,90,60 000 — 100 000,Затрудняюсь ответить,6,6,7,5,4,4,6,6,7,4,7,7,7,7,1,2,5,7,7,7,6,4,2,3,5,3,2,2,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,3,4,3,5,3,3,2,3,5,3,6,6,5,2,6,2,4,5,6,7,5,5,7,5,5,2,2,38,45,35,21,16,14,13,12,19,24,28,24,27,4
Мужчина,35,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,3-5 лет,Обслуживание;,До 1000 человек,Механик,100,200 000 — 400 000,Да,4,4,3,5,4,4,3,6,5,5,5,4,4,5,2,4,5,4,6,4,6,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,5,5,4,4,4,7,6,2,6,3,2,6,2,6,6,3,5,6,4,5,5,3,5,5,5,5,5,6,2,3,27,34,31,30,16,16,10,11,22,32,28,22,26,5
Женщина,45,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,10-15 лет,Торговля;,До 50 человек,юрист,100,30 000 — 60 000,Да,1,2,1,1,2,7,2,1,1,1,7,4,1,1,1,6,2,6,4,7,4,3,4,7,1,1,2,1,1,1,1,1,5,2,3,5,3,1,3,3,3,3,5,3,4,4,4,2,2,6,4,4,7,4,4,4,3,6,4,5,4,6,5,5,3,4,3,5,3,4,3,4,16,16,30,19,4,15,7,9,20,29,26,23,19,7
Женщина,43,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,1-3 года,Медицина;,До 500 человек,специалист,20,0 — 15 000,Да,5,5,3,5,5,5,3,5,5,5,3,5,3,5,5,5,5,3,5,3,5,3,5,3,5,5,3,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,2,31,31,31,29,20,16,7,15,25,42,36,30,26,8
